municipio,populacao_residente_por_grupos_de_idade_(%)_0_a_3_anos,populacao_residente_por_grupos_de_idade_(%)_4_a_6_anos,populacao_residente_por_grupos_de_idade_(%)_7_a_14_anos,populacao_residente_por_grupos_de_idade_(%)_15_a_17_anos,populacao_residente_por_grupos_de_idade_(%)_18_a_24_anos,populacao_residente_por_grupos_de_idade_(%)_25_a_59_anos,populacao_residente_por_grupos_de_idade_(%)_60_a_64_anos,populacao_residente_por_grupos_de_idade_(%)_65_anos_ou_mais
Tracunhaem,7.828453246801755,5.79695699012728,18.54338111417131,7.218926334822812,15.840618605675512,37.20348555769662,2.415836235377255,5.152341915327305
Trindade,10.614135911340602,6.977773627319528,19.75419169266586,6.936924395262685,13.733390241915124,34.254445964363164,2.9383906098709742,4.790747557262518
Triunfo,7.209823410627473,6.012079300612911,18.46972253953629,7.24083356372311,11.88476662581281,36.15051098162148,3.9382905350756463,9.093973042989868
Tupanatinga,10.9843051452128,7.599696714341218,21.37080800529884,7.068764669058256,12.632211246207273,31.123503677609392,3.0480811577618203,6.1726293845102305
Tuparetama,7.3329912528723575,5.519571283621837,17.317409134548676,7.171193922970502,12.375548287066877,36.672675766035866,4.221584710206596,9.389025642677428
Venturosa,8.409987017965404,5.958770614270612,18.69468019158469,7.214724891515921,13.443423973254925,36.49532016075096,2.9414033462076326,6.841689804449948
Verdejante,8.94096282790447,6.974643250929399,20.06675883113256,7.192300026307125,12.251516388368842,34.18494234700831,3.145507625579289,7.243368702770828
Vertente do Lerio,7.843174916838973,7.150026833905064,21.335289347780428,8.709678423271113,11.182542756533527,31.185438944185893,2.6792760560807585,9.9145727214046
Vertentes,8.057253796494006,5.905480418942155,17.21330375993472,7.0518818325293,13.159390481263806,35.4884000806116,3.3259731627376046,9.7983164674865
Vicencia,9.065409398180533,6.709401530949888,19.499304269094566,8.362149293441524,14.018142170527161,35.16308119375126,2.3506071032127074,4.831905040843236
Vitoria de Santo Antao,7.62701335374415,5.755991878701017,16.996472528541677,6.75598047586383,14.830802848665414,39.21128485062596,2.8444619959701205,5.977992067888581
Xexeu,10.466623824350739,8.451351243005096,20.00972957340569,7.492377090928246,13.769666006984627,31.837905420165786,2.656870419755488,5.315476421404013
